case;set;source;sex;age;agecat;education;profstatus;position;si1;si2;si3;si17;si13;si14;si15;si4;si25;si5;si26;si6;si27;si28;si7;si18;si20;si21;si9;si10;si11;si22;si8;si23;si19;si16;si29;si30;si12;si24;si31;si32
556;learning;student;male;46-55;old;academic;student; ;4;3;4;3;3;5;5;2;3;5;3;3;3;3;5;2;5;4;3;2;3;6;4;3;4;3;4;3;2;4;3;4
711;learning;student;male;21-25;young;academic;student; ;4;4;3;5;4;4;3;3;3;4;5;4;3;4;5;3;4;4;3;4;2;4;6;4;4;3;3;3;2;6;4;4
1 136;learning;student;male;21-25;young;collegevocational;student; ;5;5;4;4;6;5;4;5;3;5;3;4;2;3;5;5;5;6;3;6;1;5;5;5;4;5;6;0;3;6;4;4
384;learning;company;male;21-25;young; ;working;employee;5;6;5;5;6;5;5;5;3;3;3;5;4;3;6;3;5;6;5;6;3;5;5;3;5;3;5;2;0;6;5;5
199;learning;student;male;21-25;young;academic;student; ;4;5;5;5;5;5;4;5;3;5;4;5;3;4;5;5;5;6;2;6;2;4;5;4;4;4;4;2;3;6;4;4
837;learning;student;male;36-45;old;collegevocational;student; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;0;6;6;6;6
887;learning;company;male;26-30;young; ;working;employee;3;5;4;3;2;2;4;4;4;5;3;4;4;3;5;3;2;5;1;4;2;3;5;4;4;3;2;1;4;4;4;4
1 124;learning;student;male;46-55;old;collegevocational;other; ;5;5;5;5;6;5;6;4;5;5;6;5;5;4;5;4;5;5;1;4;3;5;5;4;4;4;5;1;3;5;5;5
134;learning;student;male;21-25;young;noanswer;other; ;4;4;4;5;6;4;3;2;3;3;5;3;2;3;3;4;5;4;5;5;3;4;4;3;4;1;4;2;2;4;5;2
486;learning;student;male;21-25;young;collegevocational;student; ;4;3;4;5;6;4;4;4;3;4;4;4;3;2;5;1;4;5;3;4;2;6;4;4;5;3;5;2;3;5;4;3
1 113;learning;student;male;26-30;young;academic;working; ;5;5;5;5;5;5;3;6;5;4;3;4;4;3;4;4;5;6;4;5;4;4;4;6;6;5;5;1;3;6;3;3
1 068;learning;student;male;21-25;young;collegevocational;student; ;4;5;5;4;3;4;3;4;2;3;4;4;2;3;4;2;3;5;2;5;4;6;5;4;5;3;5;2;2;5;5;3
860;learning;student;male;21-25;young; ;student; ;4;4;5;3;5;5;4;5;3;2;3;3;2;2;5;3;4;3;3;5;3;4;2;5;4;3;4;2;2;4;4;3
704;learning;company;male;36-45;old; ;working;manager;6;6;6;5;5;5;6;6;5;5;5;5;5;5;6;4;5;6;1;6;0;5;6;5;5;5;5;1;0;6;6;6
571;learning;student;male;26-30;young;academic;student; ;5;5;5;6;6;6;6;5;4;5;5;5;3;6;5;5;6;6;1;4;1;5;5;4;6;4;4;1;0;5;4;4
489;learning;company;male;26-30;young; ;working;employee;5;5;5;4;5;5;5;5;4;4;4;4;4;3;5;3;4;3;2;5;3;5;4;5;5;3;5;1;2;5;4;4
314;learning;student;male;21-25;young;collegevocational;student; ;4;5;5;6;4;4;3;4;4;2;2;4;4;3;4;6;5;3;2;5;1;4;4;4;5;5;4;3;4;5;4;5
305;learning;company;male;46-55;old; ;working;employee;4;5;5;5;5;4;4;5;6;5;5;5;4;;5;4;4;6;1;5;3;6;5;4;5;4;6;1;2;5;5;5
410;learning;student;male;26-30;young;academic;student; ;;4;4;4;3;3;2;4;3;4;4;4;4;3;4;4;4;4;3;4;3;4;3;3;4;4;4;2;2;5;4;4
370;learning;student;male;21-25;young;noanswer;student; ;3;3;3;4;2;2;2;2;6;4;5;3;3;2;3;4;2;4;5;5;4;4;3;2;3;4;3;3;3;2;2;3
538;learning;student;male;56-65;old;collegevocational;student; ;4;4;4;4;5;4;4;4;4;4;4;4;3;4;4;3;4;5;2;5;3;4;4;4;4;5;5;2;1;4;4;5
172;learning;student;male;21-25;young;academic;student; ;4;4;4;4;4;3;3;3;3;3;4;4;3;3;4;2;3;4;4;4;5;4;4;4;4;3;5;2;3;5;4;4
236;learning;student;male;21-25;young;collegevocational;student; ;1;2;3;4;6;2;3;2;3;2;2;4;2;2;5;3;4;4;4;5;3;4;4;4;5;5;2;1;5;5;2;1
774;learning;student;male;21-25;young;academic;student; ;4;5;5;4;3;4;4;4;4;3;3;5;3;3;5;3;3;6;3;6;1;6;5;4;5;3;4;1;2;5;6;4
834;learning;student;male;16-20;young;collegevocational;student; ;4;5;4;4;4;3;3;4;3;4;3;4;3;4;4;3;3;4;3;5;3;4;5;4;4;3;4;0;2;4;5;3
1 191;learning;student;male;36-45;old;collegevocational;working; ;4;5;4;5;3;4;3;4;4;4;5;5;4;3;4;4;4;5;1;4;3;4;5;4;5;3;5;1;3;3;4;3
1 159;learning;company;male;56-65;old; ;working;employee;5;4;5;5;4;4;3;4;4;6;5;4;3;4;5;4;5;6;2;6;2;6;4;4;4;4;5;2;1;4;6;6
713;learning;student;male;21-25;young;academic;working; ;5;5;5;6;3;4;5;6;5;6;3;5;3;3;6;5;4;4;2;5;2;5;5;4;5;4;4;3;3;5;4;4
645;learning;daycare;male; ; ;collegevocational;working;employee;5;5;6;4;4;3;4;5;6;5;3;5;5;4;5;4;5;5;1;5;0;6;6;5;5;5;4;1;1;5;5;5
178;learning;company;male;56-65;old; ;working;employee;4;5;4;5;5;4;4;4;4;5;5;4;3;4;5;2;3;5;2;3;3;5;5;4;3;4;5;1;1;5;5;5
789;learning;company;male;46-55;old; ;working;manager;4;5;4;5;4;5;6;4;5;5;5;4;5;5;6;3;3;5;3;6;1;5;5;3;4;3;3;3;1;3;3;5
982;learning;student;male;21-25;young;academic;working; ;5;5;5;5;5;5;4;5;5;2;4;4;4;4;3;4;4;4;1;5;2;5;4;4;5;4;5;1;1;5;4;5
472;learning;student;male;26-30;young;academic;working; ;5;4;4;5;4;6;4;5;5;4;3;5;3;3;6;3;6;5;1;4;1;5;4;4;5;2;6;3;1;6;3;
655;learning;company;male;31-35;old; ;working;employee;3;4;5;5;6;5;6;5;3;4;5;4;5;3;5;3;6;6;3;6;5;5;4;4;4;4;5;1;2;4;5;5
72;learning;student;male;26-30;young;academic;student; ;4;6;5;4;4;3;4;5;4;4;3;4;5;3;6;4;4;4;3;6;1;3;4;5;4;2;2;1;1;4;5;4
739;learning;company;male;36-45;old; ;working;employee;4;5;4;5;4;3;3;4;4;4;4;5;3;4;3;3;4;3;3;4;3;5;4;4;4;3;4;2;3;3;4;3
502;learning;company;male;46-55;old; ;working;manager;5;4;5;4;4;5;4;5;5;5;4;5;4;5;5;4;5;5;1;4;2;5;5;5;5;4;5;2;2;5;5;5
686;learning;student;male;26-30;young;academic;student; ;5;4;4;3;4;3;5;5;4;4;5;4;1;4;4;3;3;4;2;5;1;5;5;5;5;4;5;1;3;5;5;3
728;learning;company;male;56-65;old; ;working;employee;4;4;4;4;5;5;4;3;4;5;3;4;4;4;5;4;4;6;3;5;4;6;4;4;3;4;5;1;2;4;4;5
620;learning;company;male;46-55;old; ;working;manager;4;4;5;4;4;4;4;5;4;6;3;4;4;3;5;0;4;6;3;5;3;4;5;5;3;5;4;3;1;4;4;5
165;learning;company;male;46-55;old; ;working;employee;4;3;4;5;5;4;4;4;3;4;5;4;3;3;4;4;6;5;3;4;2;5;5;4;4;4;5;2;2;4;4;5
1 209;learning;student;male;21-25;young;academic;student; ;3;3;4;3;3;3;3;4;3;3;3;4;3;2;4;3;4;3;3;4;3;3;2;4;3;3;5;2;3;5;5;4
202;learning;student;male;21-25;young;academic;student; ;4;5;4;6;4;5;5;4;4;5;5;6;4;5;6;3;3;6;5;6;0;5;6;5;5;4;6;3;3;6;3;3
936;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;4;5;4;4;3;4;4;4;3;4;3;3;3;3;5;3;4;5;3;4;4;5;3;3;4;4;4
657;learning;company;female;56-65;old; ;working;employee;2;4;3;3;2;2;2;4;4;3;3;4;3;3;5;3;3;4;4;4;4;2;4;3;4;2;4;3;2;4;4;3
23;learning;daycare;female; ; ;collegevocational;working;employee;4;3;4;4;4;5;5;3;4;4;4;3;4;4;4;3;4;3;3;3;3;3;5;3;3;3;4;3;3;4;3;4
73;learning;daycare;female; ; ; ;working;manager;5;5;5;6;6;5;5;5;5;5;4;5;5;4;5;4;5;5;2;5;1;5;5;4;5;5;5;1;0;5;5;6
409;learning;student;female;21-25;young;collegevocational;student; ;3;3;4;4;2;2;2;4;1;4;2;3;2;2;4;2;2;4;3;2;2;3;5;4;5;2;4;4;4;4;4;2
795;learning;student;female;26-30;young;academic;student; ;4;4;4;5;3;4;3;3;5;5;5;5;4;4;5;4;6;5;3;5;2;1;6;3;3;3;2;4;4;4;1;2
707;learning;daycare;female; ; ;collegevocational;working;employee;6;5;5;5;5;5;5;5;5;5;5;5;4;5;6;3;5;4;2;5;3;4;6;5;5;5;5;1;1;4;5;6
849;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;3;5;2;4;3;3;5;5;3;3;3;5;2;3;3;3;5;3;3;4;3;4;4;5;0;0;5;4;4
675;learning;daycare;female; ; ;collegevocational;working;manager;5;5;5;5;5;5;6;5;5;4;4;5;4;4;4;5;5;4;4;5;3;5;5;4;5;3;5;1;1;4;5;5
162;learning;daycare;female; ; ;academic;working;employee;4;5;4;6;5;5;5;5;6;5;5;4;5;3;5;4;5;4;3;4;3;4;5;4;5;4;5;1;3;5;4;4
531;learning;company;female;56-65;old; ;working;manager;4;4;4;5;4;4;4;4;5;4;5;5;4;4;5;4;4;4;4;4;3;5;5;4;4;4;5;1;3;4;4;3
523;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;3;4;4;5;4;5;4;4;3;4;5;4;3;4;3;5;1;4;6;4;5;4;5;2;1;5;5;5
817;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;5;6;5;6;5;4;4;5;4;4;3;5;4;3;5;2;4;4;3;3;6;4;1;2;4;5;5
1 174;learning;company;female;56-65;old; ;working;employee;4;4;4;4;4;3;4;4;3;5;5;5;3;5;5;3;5;6;4;5;4;3;4;4;4;4;4;3;3;3;4;4
1 171;learning;daycare;female; ; ;collegevocational;working;employee;3;5;5;4;3;3;4;4;4;5;4;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;3;2;2;4;;5
57;learning;student;female;26-30;young;collegevocational;student; ;4;5;5;4;4;4;4;5;4;5;5;5;4;4;5;4;4;6;2;6;1;5;4;5;5;3;5;2;1;4;5;5
589;learning;daycare;female; ; ;collegevocational;working;employee;4;5;3;2;3;3;5;3;;;1;3;4;2;;2;3;1;3;3;3;3;3;3;4;3;3;4;3;3;3;3
114;learning;company;female;31-35;old; ;working;employee;5;3;4;4;5;4;5;4;3;4;2;3;3;3;3;3;4;5;2;6;3;3;4;3;4;3;5;2;3;3;4;4
588;learning;company;female;46-55;old; ;working;employee;5;5;5;5;5;5;6;5;4;5;3;5;3;3;6;3;3;6;0;5;1;6;6;5;6;5;5;1;1;6;5;5
14;learning;student;female;21-25;young;collegevocational;student; ;4;4;4;5;2;2;3;4;4;2;6;4;5;4;4;2;5;1;4;3;3;4;3;4;4;3;4;2;3;3;3;5
992;learning;student;female;16-20;young;collegevocational;student; ;3;2;3;5;5;3;3;3;2;3;3;2;1;3;4;3;4;5;3;3;3;3;5;3;5;3;6;3;4;1;4;4
83;learning;student;female;31-35;old;academic;working; ;4;5;3;5;5;6;4;5;6;4;5;4;3;3;4;4;6;5;3;5;5;4;4;3;4;5;3;3;3;3;5;4
532;learning;daycare;female; ; ;collegevocational;working;employee;4;4;3;4;3;3;4;4;6;4;3;4;6;3;4;3;4;4;5;3;4;3;3;4;3;4;5;2;1;2;1;5
730;learning;daycare;female; ; ; ;working;employee;4;5;4;5;6;4;6;4;6;4;5;4;3;4;4;4;6;5;4;5;4;4;5;4;5;5;6;5;2;4;4;5
737;learning;daycare;female; ; ;collegevocational;working;manager;5;5;4;5;4;5;5;5;6;5;5;4;4;4;4;3;4;5;1;;3;5;4;4;3;4;5;1;3;4;5;5
1 013;learning;daycare;female; ; ;academic;working;employee;2;2;4;4;3;3;4;3;4;5;3;4;2;3;4;;4;3;3;2;3;3;4;4;4;3;3;3;4;4;4;3
487;learning;student;female;31-35;old;collegevocational;student; ;5;4;5;6;6;5;5;5;6;4;5;5;4;5;6;5;6;5;4;6;3;2;5;5;6;5;4;3;4;4;4;5
149;learning;company;female;56-65;old; ;working;employee;4;4;5;4;5;4;5;4;5;5;5;5;3;4;6;5;5;4;1;5;2;5;5;3;5;5;4;1;1;5;5;5
779;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;5;5;4;5;4;4;4;4;4;4;4;4;4;4;4;2;4;3;4;4;4;4;5;5;1;3;4;4;4
90;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;3;4;4;4
1 055;learning;company;female;26-30;young; ;working;employee;4;5;5;4;5;4;3;4;3;6;4;3;3;3;4;4;4;4;3;4;3;4;2;3;5;3;4;2;4;3;5;5
1 117;learning;company;female;31-35;old; ;working;employee;5;5;4;4;4;3;3;4;4;5;4;5;3;4;5;1;1;2;1;4;2;4;6;1;4;1;4;1;1;4;4;5
240;learning;company;female;31-35;old; ;working;employee;5;5;5;5;5;5;5;6;3;4;4;4;4;3;3;5;4;4;3;5;3;3;4;4;4;4;6;1;1;6;5;5
492;learning;daycare;female; ; ;collegevocational;working;employee;5;5;4;5;5;4;5;5;5;5;5;5;5;5;5;4;5;4;1;5;2;5;5;5;5;5;5;2;0;5;5;5
1 001;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;4;4;3;5;5;4;4;5;4;5;5;4;3;4;5;2;5;3;4;4;5;5;4;4;1;0;4;5;
86;learning;company;female;36-45;old; ;working;employee;5;5;3;6;6;6;6;4;4;5;5;5;3;4;4;4;6;3;5;2;4;2;4;3;3;5;3;3;5;1;2;4
1 083;learning;student;female;36-45;old;academic;working; ;4;3;4;6;6;6;5;4;4;4;5;4;5;3;4;3;5;3;3;4;2;5;4;3;4;4;6;3;2;4;5;4
975;learning;daycare;female; ; ;collegevocational;working;employee;5;4;5;5;5;4;4;5;4;5;4;5;4;4;5;4;4;4;1;4;3;5;5;5;5;5;5;2;2;5;5;5
243;learning;company;female;46-55;old; ;working;employee;4;5;4;4;3;4;4;4;3;5;5;5;3;3;4;5;4;3;1;5;3;5;5;4;6;3;5;2;2;5;5;5
1 102;learning;daycare;female; ; ; ;working;employee;5;5;4;6;6;6;6;4;6;5;4;6;4;5;5;6;6;5;3;6;3;5;5;4;6;5;5;1;2;4;5;5
796;learning;daycare;female; ; ;collegevocational;working;manager;5;5;5;6;5;5;5;6;6;6;6;5;5;5;6;4;6;6;1;6;2;6;5;5;5;5;6;0;1;5;5;5
891;learning;company;female;26-30;young; ;working;employee;5;4;5;5;5;4;5;5;5;5;5;6;5;5;6;4;5;5;2;6;1;4;5;5;4;4;5;2;2;5;4;4
1 081;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;3;3;3;4;5;4;5;3;4;4;3;5;4;4;4;2;4;3;4;5;4;4;4;5;2;2;4;5;5
864;learning;student;female;21-25;young;noanswer;student; ;3;4;3;3;4;2;3;4;3;5;4;4;1;2;5;3;2;4;3;4;2;4;5;3;4;2;3;2;2;4;4;3
621;learning;daycare;female; ; ;academic;working;employee;5;4;5;5;3;3;5;4;4;5;3;5;3;3;5;1;4;5;2;4;1;4;6;4;5;4;5;2;1;4;4;4
1 010;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;4;4;3;4;4;6;6;5;5;3;5;5;4;6;6;1;5;1;5;6;5;4;4;4;1;0;5;4;4
295;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;6;5;5;5;6;5;5;5;4;4;5;4;4;4;3;5;3;5;5;4;5;5;4;1;2;4;5;5
792;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;4;4;4;4;6;4;3;4;4;3;5;4;3;3;3;5;3;4;4;4;5;4;5;1;3;5;4;5
404;learning;daycare;female; ; ;collegevocational;working;employee;4;5;5;4;4;4;4;4;5;5;5;5;4;4;5;4;4;3;1;3;3;4;4;4;5;4;5;1;1;4;4;4
599;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;4;4;4;5;5;5;4;3;4;3;3;5;3;5;5;3;5;3;5;5;4;5;4;5;1;1;4;4;4
294;learning;company;female;46-55;old; ;working;employee;4;4;4;4;3;;5;4;4;4;3;5;3;3;3;2;4;4;3;6;1;4;5;4;4;;4;1;1;3;5;5
89;learning;company;female;36-45;old; ;working;employee;5;5;5;5;6;6;6;5;6;5;5;5;4;5;5;4;5;5;1;6;3;5;5;4;5;5;4;1;1;5;5;6
253;learning;daycare;female; ; ;academic;working;employee;4;4;4;5;6;5;6;5;5;5;6;5;4;5;5;5;6;5;2;6;2;5;4;4;5;5;5;2;1;5;4;4
924;learning;daycare;female; ; ; ;working;employee;5;5;5;5;4;3;5;4;6;5;3;5;5;4;5;4;5;3;1;5;3;5;5;3;5;4;4;0;1;5;5;5
526;learning;company;female;26-30;young; ;working;employee;5;5;5;5;4;4;3;5;5;5;5;5;5;5;5;4;4;5;2;6;2;5;5;5;5;4;4;2;1;4;4;4
610;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;5;5;4;5;6;5;6;5;4;6;5;4;4;3;6;3;5;6;5;5;4;5;1;2;5;5;5
413;learning;daycare;female; ; ;academic;working;employee;4;4;4;5;5;4;4;4;4;4;3;4;3;3;4;4;4;2;5;4;4;4;4;4;4;5;4;2;3;3;4;5
1 058;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;5;4;4;4;5;5;4;4;4;4;5;4;4;4;2;4;2;4;5;4;4;4;5;1;2;4;4;4
771;learning;student;female;31-35;old;academic;working; ;4;5;4;4;5;4;6;4;5;5;4;5;3;4;5;3;4;6;2;4;3;5;5;3;5;4;3;2;2;4;4;4
1 160;learning;student;female;46-55;old;academic;working; ;4;5;4;5;;4;3;4;4;4;4;4;3;3;5;3;5;5;3;5;2;5;5;4;4;4;3;3;3;3;4;4
242;learning;student;female;16-20;young;academic;student; ;4;4;5;6;6;3;6;4;5;4;4;4;5;3;2;5;4;2;3;6;5;2;5;3;3;3;4;3;1;3;4;3
157;learning;daycare;female; ; ;collegevocational;working;employee;2;6;5;3;5;4;5;3;5;3;3;3;5;2;4;1;3;4;2;4;1;4;5;2;4;5;5;1;2;3;4;5
214;learning;daycare;female; ; ;collegevocational;working;employee;2;3;4;3;4;3;5;3;5;5;5;5;3;4;4;3;;6;1;5;0;5;5;2;;3;4;4;1;5;4;4
827;learning;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;4;3;5;3;5;6;6;4;3;4;5;1;4;3;4;4;3;3;4;3;4;3;4;5;3;4;4;3
285;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;3;4;3;3;5;4;3;5;4;3;5;3;3;4;3;3;3;4;5;4;4;3;4;3;3;4;5;4
1 012;learning;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;3;3;4;4;5;5;4;4;4;3;4;4;4;5;3;4;2;4;6;3;4;3;3;1;3;5;4;4
387;learning;company;female;31-35;old; ;working;employee;3;3;3;3;2;4;3;3;2;4;2;3;4;2;4;5;4;2;5;4;4;3;4;2;4;1;4;4;5;3;4;5
148;learning;student;female;46-55;old;academic;working; ;5;4;4;5;4;5;4;4;5;6;5;5;5;5;5;5;5;3;1;6;0;5;6;5;5;5;5;1;0;5;5;5
309;learning;daycare;female; ; ;collegevocational;working;manager;6;5;6;6;5;6;4;6;5;5;3;6;6;5;3;5;5;2;3;5;3;3;5;5;5;4;3;0;0;4;4;4
1 108;learning;company;female;26-30;young; ;working;employee;5;5;5;4;5;5;4;4;5;4;4;5;4;4;5;4;5;4;3;5;1;3;4;4;5;4;5;2;2;4;6;5
580;learning;daycare;female; ; ;collegevocational;working;employee;4;4;5;4;4;3;5;5;4;4;4;5;4;4;4;4;6;5;2;5;2;3;4;3;4;4;5;3;1;5;5;4
1 061;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;5;6;5;6;5;5;4;5;5;5;3;5;4;;6;3;5;1;6;4;4;5;4;6;5;3;5;4;5
264;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;4;4;4;4;4;4;6;4;4;4;4;4;4;4;2;4;3;4;4;4;4;4;4;2;3;4;4;4
967;learning;daycare;female; ; ;collegevocational;working;manager;5;4;3;5;4;4;4;4;6;4;5;4;3;4;4;1;5;4;2;4;1;4;5;4;4;4;4;1;1;5;4;5
984;learning;student;female;21-25;young;collegevocational;student; ;3;4;3;5;4;3;3;2;3;5;3;4;3;2;4;2;4;1;4;4;5;3;4;5;6;3;5;3;4;3;2;3
1 197;learning;student;female;21-25;young;academic;student; ;4;4;4;5;4;4;4;4;4;4;5;5;4;3;4;4;3;4;4;5;4;2;4;3;5;3;3;1;3;3;4;4
267;learning;student;female;21-25;young;academic;student; ;4;4;4;5;4;3;3;4;3;5;3;4;2;2;5;4;4;3;4;3;3;4;5;3;4;2;4;2;3;3;4;3
1 134;learning;daycare;female; ; ;academic;working;manager;5;5;4;6;4;3;4;5;5;6;4;6;6;3;6;3;5;5;3;5;2;5;4;3;5;3;4;2;1;6;3;5
920;learning;student;female;21-25;young;collegevocational;student; ;4;4;4;4;3;3;3;2;4;4;5;5;4;4;6;4;2;4;3;3;2;4;6;4;5;5;3;2;4;4;2;4
191;learning;daycare;female; ; ;collegevocational;working;employee;5;4;5;5;5;;5;5;5;4;4;4;5;5;5;4;4;4;2;6;2;5;4;4;5;5;5;0;0;5;5;5
973;learning;daycare;female; ; ;academic;working;employee;4;5;4;3;4;3;3;3;5;4;4;3;3;3;4;5;4;2;1;3;1;5;4;3;6;3;4;2;3;5;4;5
938;learning;company;female;46-55;old; ;working;employee;3;4;4;5;4;4;3;3;5;3;4;4;4;3;5;3;4;3;3;4;3;4;4;3;4;2;4;3;4;4;2;5
318;learning;daycare;female; ; ;collegevocational;working;employee;6;5;5;5;5;4;4;4;6;5;5;4;6;2;5;4;4;4;1;5;3;4;5;4;6;5;6;2;2;5;5;5
537;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;3;3;3;5;5;5;6;5;5;5;4;6;3;4;5;1;5;1;5;6;4;3;4;5;0;0;4;5;5
126;learning;student;female;21-25;young;academic;student; ;4;3;5;5;6;3;4;5;4;4;5;5;2;3;5;5;4;4;2;6;2;6;5;5;4;4;4;1;3;4;5;4
417;learning;daycare;female; ; ; ;working;employee;3;4;5;5;5;4;3;4;5;5;5;5;2;4;6;5;5;4;0;5;1;5;6;4;5;4;5;1;3;0;5;5
454;learning;company;female;56-65;old; ;working;employee;3;4;3;4;3;1;1;3;5;5;3;5;1;3;5;4;3;4;2;1;1;4;4;4;4;3;4;1;2;5;4;3
133;learning;daycare;female; ; ;collegevocational;working;manager;5;5;5;5;5;5;6;4;6;5;6;5;5;5;5;4;5;5;2;6;2;4;4;4;5;5;5;1;2;4;4;6
364;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;6;5;5;5;6;5;5;5;5;5;5;3;5;5;3;5;3;4;5;4;5;4;5;1;2;5;5;4
488;learning;student;female;26-30;young;academic;student; ;5;4;6;4;6;6;6;5;6;4;6;4;3;5;4;5;6;6;2;6;0;5;6;4;6;5;6;2;2;4;3;6
718;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;5;5;5;4;3;5;3;5;2;2;4;4;6;4;1;4;1;5;4;4;5;4;5;1;1;4;4;4
913;learning;daycare;female; ; ;collegevocational;working;manager;5;5;5;4;6;4;5;4;4;4;4;5;5;4;4;3;4;4;2;5;3;4;4;4;4;5;4;2;3;5;4;4
100;learning;daycare;female; ; ;collegevocational;working;employee;5;4;5;4;4;5;5;5;6;4;4;5;5;4;5;5;5;5;3;5;4;5;6;4;4;4;5;1;0;4;5;5
1 057;learning;daycare;female; ; ;collegevocational;working;employee;4;5;5;5;5;5;5;3;4;5;5;5;3;5;5;3;4;4;3;4;2;4;5;5;4;5;5;3;0;5;5;5
458;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;5;6;5;4;5;4;4;5;4;3;5;3;5;5;1;5;2;5;5;4;6;5;5;0;2;5;5;5
935;learning;company;female;46-55;old; ;working;employee;2;4;4;4;3;2;4;3;3;4;5;5;3;4;4;3;3;3;3;3;3;3;5;3;6;3;4;1;3;3;4;5
1 077;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;3;5;3;5;5;4;5;5;4;5;2;5;5;5
443;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;4;3;4;3;4;5;4;4;3;3;5;2;2;3;3;3;2;5;5;4;5;4;4;2;2;5;5;4
842;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;5;5;4;4;4;3;4;4;3;4;4;4;4;3;4;3;5;5;3;4;5;4;2;2;4;4;5
138;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;4;4;5;5;4;5;5;3;4;4;3;5;5;3;5;2;4;6;4;5;3;6;1;1;4;4;4
71;learning;student;female;56-65;old;academic;working; ;4;5;4;4;4;3;3;4;3;4;3;4;4;3;3;2;4;4;3;4;1;5;3;4;3;3;4;2;1;4;4;4
824;learning;daycare;female; ; ;collegevocational;working;manager;4;5;5;5;5;4;6;5;5;5;5;5;5;5;5;4;4;5;1;6;3;6;5;5;5;4;5;0;1;5;5;5
1 116;learning;daycare;female; ; ;collegevocational;working;employee;5;5;4;6;6;5;5;4;4;5;4;5;4;4;5;5;6;5;2;5;3;5;6;5;5;4;4;3;3;5;4;4
44;learning;company;female;46-55;old; ;working;employee;4;4;4;4;4;4;4;4;4;4;5;4;3;4;5;4;5;4;3;4;3;3;5;3;4;3;5;1;2;3;4;4
232;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;5;5;4;5;5;5;4;4;5;5;4;4;5;5;4;2;5;3;5;4;4;4;4;5;1;1;4;5;4
1 147;learning;student;female;46-55;old;academic;working; ;4;5;4;5;5;4;5;3;4;3;4;4;3;4;3;4;5;4;3;4;3;5;4;5;4;3;5;1;3;4;5;5
570;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;5;4;4;4;5;4;5;4;5;4;4;4;4;4;4;5;5;5;4;3;5;4;4;2;3;4;4;4
335;learning;daycare;female; ; ;collegevocational;working;manager;3;3;3;4;4;4;5;3;5;4;4;4;4;4;2;3;3;1;3;5;3;3;4;4;4;4;5;2;3;4;4;5
129;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;6;4;3;6;5;4;5;4;6;3;5;6;4;5;4;1;6;1;6;5;3;6;4;3;4;3;5;3;3
153;learning;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;3;4;4;3;5;6;4;4;5;4;5;3;4;5;1;4;1;4;5;4;5;4;4;1;3;5;5;4
735;learning;company;female;46-55;old; ;working;employee;2;2;4;2;1;2;1;4;2;3;4;4;2;3;4;;2;2;4;3;2;5;4;3;3;2;4;3;4;2;4;4
511;learning;daycare;female; ; ;collegevocational;working;manager;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;3;5;3;4;5;4;5;5;5;1;1;5;4;5
715;learning;student;female;26-30;young;collegevocational;student; ;3;5;4;3;4;3;3;2;2;4;3;4;2;;5;3;3;1;2;4;3;4;4;4;3;3;5;2;3;4;5;5
714;learning;daycare;female; ; ;collegevocational;working;employee;3;3;3;4;5;4;4;3;3;4;4;4;3;;4;3;;3;2;5;3;5;4;3;5;3;4;2;;4;4;4
